country,year,pisa_avg,education_spending_gdp,education_spending_totalexp,gdp_growth,gdp_per_capita,tertiary_attainment,rd_expenditure,gini,youth_unemployment,investment_rate,region,education_spending_lag3,gdp_growth_volatility,spending_group
Netherlands,2015,508.0,5.2,14.55,2.1,132.0,45.1,2.12,26.7,12.5,21.8,Western,,0.3535533905932738,High
Netherlands,2016,508.0,5.2,14.950000000000001,2.4,130.0,45.2,2.12,26.9,12.1,19.3,Western,,0.404145188432738,High
Netherlands,2017,508.0,5.0,15.075000000000001,2.8,130.0,46.6,2.14,27.1,10.4,19.8,Western,,0.35118845842842467,Mid
Netherlands,2018,502.3,5.0,15.025,2.3,130.0,47.6,2.1,27.4,8.9,20.0,Western,5.2,0.26457513110645925,Mid
Netherlands,2019,502.3,4.9,14.875000000000002,2.3,128.0,49.1,2.14,26.8,8.5,20.9,Western,5.2,0.28867513459481303,Mid
Netherlands,2020,502.3,5.1,13.9,-3.9,131.0,52.3,2.27,28.2,10.6,21.3,Western,5.0,3.5795716689756794,Mid
Netherlands,2021,502.3,5.0,14.05,6.3,132.0,55.6,2.22,26.4,9.3,20.7,Western,5.0,5.139390365922142,Mid
Netherlands,2022,480.0,4.9,14.450000000000001,5.0,134.0,56.4,2.18,26.3,7.6,20.5,Western,4.9,5.551876559626783,Mid
Netherlands,2023,480.0,5.1,14.325,-0.6,131.0,54.5,2.3,26.5,8.2,20.3,Western,5.1,3.6665151483845424,Mid
Netherlands,2024,480.0,5.1,14.175,1.1,134.0,55.1,2.29,25.9,8.7,19.9,Western,5.0,2.871120571019846,Mid
Poland,2014,,,,3.9,68.0,42.6,0.95,30.8,24.1,20.0,CEE,,,
Poland,2015,503.7,5.2,14.525,4.4,70.0,43.2,1.0,30.6,21.0,20.2,CEE,,0.3535533905932739,High
Poland,2016,503.7,5.0,13.975000000000001,3.0,69.0,43.5,0.96,29.8,17.8,18.3,CEE,,0.709459888459759,Mid
Poland,2017,503.7,4.9,13.125,5.2,70.0,43.6,1.03,29.2,14.9,17.5,CEE,,1.1135528725660044,Mid
Poland,2018,513.0,4.9,13.225,6.2,72.0,43.5,1.19,27.8,11.8,18.8,CEE,5.2,1.6370705543744901,Mid
Poland,2019,513.0,5.0,13.125,4.6,74.0,44.6,1.31,28.5,9.7,19.1,CEE,5.0,0.8082903768654768,Mid
Poland,2020,513.0,5.1,11.925,-2.0,79.0,43.7,1.37,27.2,10.8,18.4,CEE,4.9,4.346646216720811,Mid
Poland,2021,513.0,4.9,12.4,6.9,79.0,41.8,1.42,26.8,11.9,16.9,CEE,4.9,4.619884558442271,Mid
Poland,2022,495.3,4.5,11.899999999999999,5.3,78.0,41.7,1.44,26.3,10.8,16.4,CEE,5.0,4.744470465710584,Low
Poland,2023,495.3,5.0,12.125,0.2,77.0,46.3,1.56,27.0,11.4,17.9,CEE,5.1,3.499047489436708,Mid
Poland,2024,495.3,,,3.2,78.0,45.7,1.41,26.0,10.8,17.2,CEE,4.9,2.5632011235952583,
Portugal,2014,,,,0.7,77.0,31.6,1.29,34.5,34.7,15.1,Southern,,,
Portugal,2015,497.0,5.1,8.8,1.6,76.0,33.2,1.25,34.0,31.8,15.7,Southern,,0.636396103067893,Mid
Portugal,2016,497.0,4.8,8.875,2.0,77.0,34.9,1.28,33.9,27.8,15.7,Southern,,0.6658328118479394,Mid
Portugal,2017,497.0,4.6,8.425,3.3,76.0,34.2,1.32,33.5,23.8,17.1,Southern,,0.8888194417315589,Mid
Portugal,2018,492.0,4.4,8.55,2.9,77.0,35.2,1.35,32.1,20.2,17.8,Southern,5.1,0.6658328118479396,Low
Portugal,2019,492.0,4.5,8.725,2.7,77.0,38.0,1.39,31.9,18.4,18.4,Southern,4.8,0.3055050463303904,Low
Portugal,2020,492.0,4.7,7.95,-8.2,75.0,41.7,1.61,31.2,22.4,19.5,Southern,4.6,6.351640208114226,Mid
Portugal,2021,492.0,4.7,8.2,5.6,74.0,45.9,1.67,33.0,23.4,20.5,Southern,4.4,7.27621696579571,Mid
Portugal,2022,477.7,4.4,8.799999999999999,7.0,77.0,42.9,1.69,32.0,19.2,20.6,Southern,4.5,8.400793613304241,Low
Portugal,2023,477.7,4.3,9.075,3.1,81.0,41.5,1.68,33.7,20.5,20.5,Southern,4.7,1.9756855350316578,Low
Portugal,2024,477.7,4.3,8.975,2.2,82.0,43.2,1.73,31.9,21.6,20.4,Southern,4.7,2.551470164434614,Low
Romania,2014,,,,4.1,55.0,25.4,0.38,35.0,30.0,24.6,CEE,,,
Romania,2015,437.7,3.1,8.1,3.2,56.0,25.5,0.49,37.4,27.3,24.9,CEE,,0.6363961030678924,Low
Romania,2016,437.7,3.3,9.4,2.9,58.0,24.8,0.49,34.7,25.9,23.0,CEE,,0.6244997998398396,Low
Romania,2017,437.7,2.9,8.524999999999999,8.2,62.0,25.6,0.51,33.1,23.0,22.9,CEE,,2.9771350881902103,Low
Romania,2018,428.0,3.1,6.525,5.4,65.0,24.9,0.5,35.1,20.5,21.2,CEE,3.1,2.65141471671257,Low
Romania,2019,428.0,3.6,7.1,4.0,69.0,25.5,0.48,34.8,21.0,23.3,CEE,3.3,2.1385353243127248,Low
Romania,2020,428.0,3.6,6.325,-3.6,72.0,24.9,0.47,33.8,21.6,23.5,CEE,2.9,4.842864166310401,Low
Romania,2021,428.0,3.2,5.925,5.6,72.0,23.3,0.47,34.3,21.0,24.5,CEE,3.1,4.915282290977802,Low
Romania,2022,428.0,3.3,6.225,4.2,72.0,24.7,0.46,32.0,22.8,25.1,CEE,3.6,4.957149718672347,Low
Romania,2023,428.0,3.5,6.425000000000001,2.3,75.0,22.5,0.52,31.0,21.8,26.5,CEE,3.6,1.656301099840643,Low
Romania,2024,428.0,4.0,6.95,0.9,77.0,23.2,0.46,28.0,23.9,25.3,CEE,3.2,1.6563010998406436,Low
Slovakia,2014,,,,2.7,78.0,29.8,0.87,26.1,31.0,21.2,CEE,,,
Slovakia,2015,463.0,4.1,13.7,5.2,78.0,31.3,1.15,23.7,27.7,24.3,CEE,,1.7677669529663689,Low
Slovakia,2016,463.0,3.9,14.825000000000001,1.9,73.0,33.4,0.79,24.3,23.4,21.7,CEE,,1.7214335111567143,Low
Slovakia,2017,463.0,3.9,14.85,2.9,70.0,35.1,0.88,23.2,20.0,21.3,CEE,,1.6921386861996075,Low
Slovakia,2018,469.3,4.2,15.15,4.1,70.0,37.2,0.83,20.9,15.8,21.3,CEE,4.1,1.10151410945722,Low
Slovakia,2019,469.3,4.4,15.5,2.3,70.0,39.2,0.82,22.8,17.1,21.7,CEE,3.9,0.9165151389911677,Low
Slovakia,2020,469.3,4.7,15.700000000000001,-2.6,74.0,39.0,0.89,20.9,20.4,19.8,CEE,3.9,3.467467856135559,Mid
Slovakia,2021,469.3,4.6,15.325,5.7,74.0,39.5,0.9,21.8,20.6,19.6,CEE,4.2,4.172529209005012,Mid
Slovakia,2022,457.7,4.7,15.35,0.5,71.0,39.1,0.98,21.2,19.9,20.9,CEE,4.4,4.194043395102153,Mid
Slovakia,2023,457.7,5.0,14.75,2.1,74.0,39.8,1.04,21.6,19.8,21.1,CEE,4.7,2.6633312473917568,Mid
Slovakia,2024,457.7,,,1.9,75.0,37.2,0.98,21.7,19.2,20.4,CEE,4.6,0.8717797887081324,
Slovenia,2014,,,,2.8,82.0,38.0,2.39,25.0,20.5,19.4,CEE,,,
Slovenia,2015,509.3,5.6,14.725000000000001,2.4,81.0,40.8,2.22,24.5,16.4,18.9,CEE,,0.2828427124746188,High
Slovenia,2016,509.3,5.6,16.0,3.0,82.0,43.0,2.03,24.4,15.3,17.8,CEE,,0.30550504633038944,High
Slovenia,2017,509.3,5.5,16.1,5.2,84.0,44.5,1.88,23.7,11.3,18.5,CEE,,1.4742229591663991,High
Slovenia,2018,503.7,5.4,15.825,4.4,86.0,40.7,1.96,23.4,8.9,19.5,CEE,5.6,1.113552872566005,High
Slovenia,2019,503.7,5.4,15.975,3.5,87.0,44.1,2.06,23.9,8.1,19.8,CEE,5.6,0.8504900548115393,High
Slovenia,2020,503.7,5.7,14.85,-4.1,88.0,45.4,2.16,23.5,14.3,19.0,CEE,5.5,4.669403959107987,High
Slovenia,2021,503.7,5.8,15.700000000000001,8.4,88.0,47.9,2.14,23.0,12.8,20.2,CEE,5.4,6.298412498399895,High
Slovenia,2022,484.7,5.6,15.5,2.7,89.0,47.3,2.1,23.1,10.1,22.0,CEE,5.4,6.258061467685767,High
Slovenia,2023,484.7,5.4,15.174999999999999,2.4,91.0,40.7,2.13,23.4,9.9,21.6,CEE,5.7,3.380828300875393,High
Slovenia,2024,484.7,5.5,15.475,1.7,90.0,43.1,2.16,23.8,10.9,20.9,CEE,5.8,0.5131601439446858,High
Spain,2014,,,,1.5,90.0,41.5,1.23,34.7,53.2,18.0,Southern,,,
Spain,2015,491.7,4.1,7.4,4.1,91.0,41.0,1.21,34.6,48.3,18.3,Southern,,1.8384776310850233,Low
Spain,2016,491.7,4.0,7.68,2.9,92.0,41.0,1.18,34.5,44.4,18.2,Southern,,1.3012814197295421,Low
Spain,2017,491.7,4.0,7.640000000000001,2.9,93.0,42.6,1.2,34.1,38.6,18.9,Southern,,0.6928203230275509,Low
Spain,2018,480.0,3.9,7.5,2.4,91.0,44.3,1.23,33.2,34.3,19.7,Southern,4.1,0.2886751345948129,Low
Spain,2019,480.0,4.0,7.459999999999999,2.0,91.0,46.5,1.24,33.0,32.5,20.3,Southern,4.0,0.4509249752822897,Low
Spain,2020,480.0,4.6,7.24,-10.9,83.0,47.4,1.4,32.1,38.3,20.6,Southern,4.0,7.565932416651192,Mid
Spain,2021,480.0,4.5,7.219999999999999,6.7,85.0,48.5,1.4,33.0,35.0,20.2,Southern,3.9,9.112811494447438,Low
Spain,2022,477.3,4.3,7.140000000000001,6.4,88.0,50.2,1.4,32.0,29.7,20.5,Southern,4.0,10.075878787149703,Low
Spain,2023,477.3,4.2,7.2,2.5,91.0,52.0,1.49,31.5,28.7,20.5,Southern,4.6,2.343074902771995,Low
Spain,2024,477.3,4.1,7.119999999999999,3.5,91.0,52.6,1.5,31.2,26.5,20.3,Southern,4.5,2.025668613898465,Low
Sweden,2014,,,,2.3,125.0,46.0,3.12,26.9,22.2,22.7,Nordic,,,
Sweden,2015,495.7,7.2,14.433333333333335,4.4,126.0,46.5,3.24,26.7,19.7,23.2,Nordic,,1.4849242404917502,High
Sweden,2016,495.7,7.3,14.566666666666668,2.1,123.0,47.3,3.26,27.6,18.2,23.9,Nordic,,1.2741009902410931,High
Sweden,2017,495.7,7.5,14.966666666666669,1.9,119.0,47.4,3.4,28.0,17.1,24.6,Nordic,,1.3892443989449808,High
Sweden,2018,502.3,7.6,15.233333333333334,1.8,117.0,47.6,3.36,27.0,16.8,24.6,Nordic,7.2,0.15275252316519541,High
Sweden,2019,502.3,7.7,15.533333333333331,2.6,117.0,48.4,3.41,27.6,19.3,23.8,Nordic,7.3,0.4358898943540676,High
Sweden,2020,502.3,7.8,15.066666666666668,-1.9,120.0,49.2,3.51,26.9,23.6,24.5,Nordic,7.5,2.400694344004112,High
Sweden,2021,502.3,7.4,14.966666666666667,5.2,120.0,49.3,3.45,26.8,24.7,25.1,Nordic,7.6,3.592121007612819,High
Sweden,2022,487.7,7.2,14.9,1.3,113.0,52.4,3.5,27.6,21.7,25.6,Nordic,7.7,3.5557465226494047,High
Sweden,2023,487.7,7.3,14.700000000000001,-0.2,111.0,54.1,3.64,29.5,22.1,25.4,Nordic,7.8,2.7874719729532704,High
Sweden,2024,487.7,7.2,14.4,1.0,111.0,54.4,3.56,27.6,24.3,25.1,Nordic,7.4,0.793725393319375,High
